state,day,temp,spec.hum,rh,dew_point,atmos_pres,climate
AK,37,-8.488832206071677,0.0020318109205189065,77.5178802852143,-11.889386119961188,1011.5857345629042,0.9669707629898715
AK,38,-9.025508539773002,0.00196450261526707,77.30857741444429,-12.302882701279515,1013.603655901025,0.9669707629898715
AK,39,-8.762400016934334,0.0019681021834451785,76.81152090627688,-12.284184529023603,1015.4658652783404,0.9669707629898715
AK,40,-8.341842986124675,0.002012877796635578,76.53712024675842,-12.010617677933702,1015.1469206981785,0.9669707629898715
AK,41,-8.39987542334454,0.0020486221579492565,76.32506088787741,-11.944062795113517,1011.1299241018085,0.9669707629898715
AK,42,-8.462030619639366,0.0020351697990865117,77.00129850816974,-11.858227115957146,1009.6178441251783,0.9669707629898715
AK,43,-8.651429572528263,0.0020122269595428716,77.66139208188564,-11.908053684090053,1006.8633402497326,0.9669707629898715
AK,44,-8.477307009879986,0.002003018662593048,76.92685915352453,-11.842151144007222,1007.9260421654673,0.9669707629898715
AK,45,-7.797825971576589,0.0020487784006192554,77.21993624247283,-11.34208260733172,1007.6861279000283,0.9669707629898715
AK,46,-8.024873935426974,0.0020089941687468655,77.45798175567963,-11.494980652051499,1008.4899440335834,0.9669707629898715
AK,47,-8.222501238179559,0.0019832092287789347,77.34831369934587,-11.798140577944043,1011.1472242653549,0.9669707629898715
AK,48,-7.760723913874917,0.0020391422244516364,76.53381083149851,-11.528066305626984,1011.1612526981736,0.9669707629898715
AK,49,-7.527080615218879,0.002083356009945194,76.99542936445363,-11.261693199659543,1009.0119146418394,0.9669707629898715
AK,50,-7.5358629358883285,0.002099253896951643,77.02564323690518,-11.186526326184971,1009.093908786694,0.9669707629898715
AK,51,-7.9101900480485,0.0020936487252512528,77.12400941286101,-11.521987168510341,1009.5620161080574,0.9669707629898715
AK,52,-8.01030669076051,0.0020725366209576775,77.11020552960228,-11.68784136088228,1011.1310605910282,0.9669707629898715
AK,53,-7.920997106163783,0.0020364477933490976,76.50457940859152,-11.68244098381984,1014.4283718292696,0.9669707629898715
AK,54,-7.690455342736902,0.001978733390901356,75.31620178548576,-11.707804649121831,1015.2941999852095,0.9669707629898715
AK,55,-7.830430544946432,0.0019463418934028878,75.39707411858825,-11.916506475086987,1015.3633678276659,0.9669707629898715
AK,56,-7.8032937512367235,0.0019851405236032803,75.81153102695238,-11.573329630108246,1013.7002033332468,0.9669707629898715
AK,57,-7.5820418134798615,0.0020459960100690216,75.5365080905669,-11.454597593390185,1010.7863694042114,0.9669707629898715
AK,58,-7.816032761207146,0.002040359380871551,75.21448899269511,-11.741660291853357,1010.6307480168948,0.9669707629898715
AK,59,-8.355414932951055,0.00196048532543062,74.62098516110949,-12.273848933407647,1013.4311211405116,0.9669707629898715
AK,60,-8.637072649249331,0.001909430621211359,73.8835660175134,-12.692299654660323,1014.1936730511918,0.9669707629898715
AK,61,-8.004076811135295,0.0019630709361897524,74.2416768571242,-12.171485355325732,1013.0166785013132,0.9669707629898715
AK,62,-7.6053389202187205,0.001979635539170162,74.05511495176073,-11.72377309258096,1015.6891693612578,0.9669707629898715
AK,63,-7.819940753349805,0.0019287737837678336,74.10011101693046,-11.944333744709146,1016.0109760843429,0.9669707629898715
AK,64,-7.740079250086843,0.0019380222387640179,73.17638869556752,-11.9997819202113,1015.2263318674286,0.9669707629898715
AK,65,-7.668506278659951,0.0019133752863631911,72.3890522691782,-12.165137204286484,1013.0672878158186,0.9669707629898715
AK,66,-7.818014973216872,0.001883368159281654,71.91946513220415,-12.381605660260417,1009.5341290726021,0.9669707629898715
AK,67,-7.882564507841244,0.0018627560874826595,71.12845037965567,-12.668597732265367,1006.65440983619,0.9669707629898715
AK,68,-8.275874768686867,0.0018214868856507077,71.28754753864696,-13.041776223751432,1005.8420646214471,0.9669707629898715
AK,69,-8.68179641117731,0.0017942079405947157,71.26699642708634,-13.290189821815659,1006.110675912983,0.9669707629898715
AK,70,-8.648212738042494,0.0018195309900719216,71.89197029083005,-13.205783722418964,1007.736961139599,0.9669707629898715
AK,71,-8.863710784623159,0.001782692978138998,70.8854954700093,-13.562261379848426,1011.2804641680284,0.9669707629898715
AK,72,-8.472250801156694,0.0018205766318035066,70.71606294490725,-13.263522168158335,1011.8121646090542,0.9669707629898715
AK,73,-8.568716519779107,0.0017901946799618437,70.02066789365263,-13.546157562116147,1011.4234110393634,0.9669707629898715
AK,74,-8.2380193503677,0.0018006382255211263,69.75011985510517,-13.227928247367231,1012.0605841494493,0.9669707629898715
AK,75,-7.4333066647465484,0.0018891132248547973,70.68492458551798,-12.309646012161112,1011.2903517267176,0.9669707629898715
AK,76,-7.0080575715864235,0.001966688928989954,72.27781770222143,-11.629433086002079,1013.630995633709,0.9669707629898715
AK,77,-7.097141683926875,0.0019077160421555296,71.38735320099062,-12.049604000896263,1014.9275287425085,0.9669707629898715
AK,78,-7.290939355061367,0.0018437012876917438,69.65446790474451,-12.624790144140498,1016.9555546056934,0.9669707629898715
AK,79,-7.5926822895798844,0.0017810266057200657,69.15065399489185,-12.975021016124485,1016.5141580167119,0.9669707629898715
AK,80,-7.2929985883606,0.0018165500402767816,69.0965704111918,-12.694632515794593,1016.9827282021412,0.9669707629898715
AK,81,-6.64674644110054,0.0018884041211089204,69.32152052239772,-12.070420719241925,1015.0915999166856,0.9669707629898715
AK,82,-6.225281136330503,0.0019555621918371483,70.12689708065669,-11.492387618488722,1015.4584881102753,0.9669707629898715
AK,83,-5.679034013751541,0.002010445937669705,70.33463698869784,-10.923771853510859,1013.8435398349686,0.9669707629898715
AK,84,-5.600242656251979,0.0020945791183517694,71.34329818372149,-10.536231205467727,1009.8990430109659,0.9669707629898715
AK,85,-6.201548541923314,0.0020572781139158855,71.43801547994207,-11.012439175128788,1008.0265122892257,0.9669707629898715
AK,86,-6.5642955097801,0.002025114649349084,72.19040370067054,-11.3555115605907,1010.1156142019975,0.9669707629898715
AK,87,-6.821815071081185,0.001987264050661793,72.22021554528011,-11.512493103458612,1011.3668503311102,0.9669707629898715
AK,88,-6.701842574377974,0.001975953133432308,71.59743706952135,-11.635297783859984,1012.8411779244204,0.9669707629898715
AK,89,-6.558312780632138,0.0019757069398071768,70.54725307478417,-11.659455626232567,1015.427266253731,0.9669707629898715
AK,90,-5.957298849802967,0.002015608167672216,69.84069476522527,-11.266973866839054,1016.5440694446709,0.9669707629898715
AK,91,-5.363230828166792,0.002070803053710356,69.93635443385851,-10.731169709359552,1017.89868422327,0.9669707629898715
AK,92,-4.847768440674296,0.002136513249573233,70.6458640916749,-10.022373228721223,1016.7830176687006,0.9619359260015676
AK,93,-4.334169116313222,0.0022208702726533008,71.03487976804846,-9.316348276025696,1013.1718019997494,0.9393209131124869
AK,94,-3.962106178279349,0.0022941470826630867,70.87077126153952,-8.98296593628986,1010.021030477892,0.9066280577363839
AK,95,-3.5405161536111387,0.00233644082008358,71.15807922727247,-8.639583331403124,1006.4593825482968,0.8726060239263594
AK,96,-3.417901842485567,0.002363258587332964,70.9435874533266,-8.38533898363128,1004.3712427492648,0.8610924685802835
AK,97,-3.4279627478334054,0.0023424833981346583,70.20440166570899,-8.470582664599752,1005.6580750000714,0.8545948136899253
AK,98,-3.4559895945516828,0.002363822659331645,70.95066466267492,-8.208434416964021,1007.5550277693205,0.834353901520333
AK,99,-3.0906437671511906,0.00244912915346444,71.42356152372591,-7.791665500938559,1008.2432788039889,0.7995822629630198
AK,100,-2.5073976459638696,0.002490178933927453,70.74056616947036,-7.408458007612513,1010.1872375613461,0.7696530742921914
AK,101,-2.4045578731972537,0.002491119634752269,70.38693966768172,-7.542397032674407,1012.2446638572972,0.7426486161331871
AK,102,-2.0586659103939318,0.0025650961887375592,71.1895121331536,-7.037832475404775,1012.5603412011385,0.7070021747062387
AK,103,-1.4742392185681044,0.0026443834181708787,71.626196263021,-6.382437746950534,1012.4112484058942,0.6624045152297879
AK,104,-1.172794999293612,0.0026845321906823444,71.68466446096912,-6.0991229987603335,1014.2579639323887,0.633741639880631
AK,105,-1.012498311556992,0.002690010250676431,71.3407088401897,-6.1264356385266066,1014.4055829492022,0.6138251281690563
AK,106,-0.917473093898167,0.0027318323976203746,70.82593624685022,-6.150230518287126,1012.2281871494348,0.5978242650360022
AK,107,-0.8429511818949612,0.002755065691771622,71.71728609063095,-5.915439898907346,1010.992447038566,0.5796078590061486
AK,108,-0.8163270850058125,0.0027704143658217905,71.73909740228173,-5.7707616592055,1010.2161219262653,0.5651311501191252
AK,109,-0.6464986580690412,0.0027959997947330415,71.3374393667438,-5.6533413216743,1010.5675463337492,0.5331782090052009
AK,110,-0.051539939559807124,0.0028978133234217134,71.70132172180762,-4.994159144486635,1011.4024147038132,0.49705733617988207
AK,111,0.29458055064277255,0.002932290923983889,71.37832734513982,-4.673050127463381,1011.2295991368007,0.4475645400000493
AK,112,1.0214669967055912,0.003019396564169135,70.68163372407646,-4.171111864596903,1010.7035053443303,0.4104571131283599
AK,113,1.114451376893017,0.003066915992144744,71.30553606633435,-3.850612416519714,1010.967695379976,0.36121839754926277
AK,114,1.5476976215435951,0.003158513103959399,71.53031967237595,-3.501411602513819,1011.2297696024224,0.33621643260331147
AK,115,1.872873499509886,0.003134739565141285,69.8864769161779,-3.526028374905686,1012.6659400846908,0.3041403190245552
AK,116,2.2748049086011783,0.003216148344279678,69.78139489752223,-3.145347996249379,1011.7713045422125,0.28748474783841194
AK,117,2.3094900835008474,0.0032365769305542982,70.13233087852429,-2.9692527858243363,1011.5587625486398,0.24477701324475606
AK,118,2.4760157085877395,0.003335914984044994,71.29098715683536,-2.5644976097206555,1012.6879180233451,0.21214737558440291
AK,119,2.7888513785439657,0.003371051944692209,71.20593390847444,-2.35460354930903,1013.6645699043384,0.17699261871699393
AK,120,2.871115638887144,0.003404068362240349,71.30708841295196,-2.247356178072292,1014.6735532751354,0.179893766126973
AK,121,2.78803121882852,0.0033220765939594456,70.25301329779379,-2.6467762678862,1014.6765660307314,0.20177621456383077
AK,122,2.779534780390944,0.00326681463258315,69.22279875397477,-2.9170264823220635,1014.2610771469529,0.22773862189940652
AK,123,2.718255862068342,0.0032800103711969554,69.90278454449606,-2.878751494722747,1013.3391715514887,0.22948616494377572
AK,124,2.6579486020457774,0.003313753291803497,70.54386409402733,-2.7474079600055825,1012.7172126324429,0.21292270020898918
AK,125,2.8732613943125034,0.0033455799055528736,70.37015712630847,-2.5976789129853493,1013.1169360046451,0.17567955209838912
AK,126,3.388842241297996,0.003458629703025848,70.76019810639804,-1.980086018324889,1013.9650400677884,0.11494488524745111
AK,127,3.886633425316895,0.0036087118564678646,70.94217036196557,-1.3676790428430692,1014.4816969693574,0.03478048697371923
AK,128,4.38269083476143,0.003739285215999192,72.024523904278,-0.8112256612878307,1016.0878932366923,-0.029770582547561868
AK,129,4.57195934410436,0.003779051271258766,72.17928380976981,-0.6584524486153824,1015.902547932573,-0.07128249228182575
AK,130,4.951857340854302,0.0038175313888007202,71.49782557128425,-0.48983023581584934,1014.5148167239108,-0.0954972347288106
AK,131,5.232434694904021,0.0038626335976618092,70.78936150687962,-0.30324346486592835,1014.1072310926934,-0.12278342122510183
AK,132,5.474872812471009,0.003919013648034744,70.46791921017082,-0.16062076019994084,1014.5105010312419,-0.13761151312710873
AK,133,5.271401144484285,0.0038936633604674006,70.37269576213897,-0.27950922239153836,1013.0735454565298,-0.13687182352923155
AK,134,5.435039669032103,0.003858832973166046,68.80327545076577,-0.4570804439818471,1012.5356536369567,-0.132029748629586
AK,135,5.567102908856303,0.003893968067560887,69.39369225965653,-0.27808562003454895,1012.558978329759,-0.14377628699787195
AK,136,5.983069562278349,0.00395457913665459,68.67448903855401,-0.01746922829801625,1012.3418802889213,-0.1840609589189748
AK,137,6.228293190520205,0.004068967807192522,69.03386418296996,0.3140764736734163,1012.465972894555,-0.21883863932181094
AK,138,6.3815618984594575,0.004075941657934507,68.56007591495546,0.4158563906540645,1012.3528358977674,-0.24636488218818378
AK,139,6.729187663202124,0.004099511442611599,67.91535798603297,0.6253420104057661,1012.8208601557927,-0.27233639480304384
AK,140,7.08205771928259,0.00420801917485244,68.38825554922158,1.027642317993225,1012.5828863661186,-0.30960970322429887
AK,141,7.254855297741962,0.004276650381876274,68.65565884566816,1.2836182831909604,1012.8303909817155,-0.35844161015073034
AK,142,7.386157296054607,0.004364712492404669,69.33093844073153,1.4858075935585031,1012.3812757323396,-0.40022487478640256
AK,143,7.350091556481005,0.004438151856749621,70.17730967806857,1.7738874723774718,1012.4244122863976,-0.44521670965218824
AK,144,7.711260950779866,0.004527539445612746,70.0310851765322,2.063395720130081,1013.5360126529978,-0.4935638141893397
AK,145,8.013022856665826,0.0046386075968232725,70.18768201556857,2.423360726869611,1012.849683343322,-0.543220792014534
AK,146,8.116242419625465,0.00472306762907287,70.80522819697792,2.6999388101734523,1011.7874322722528,-0.5830792384469998
AK,147,8.288233659748128,0.004758572911139651,70.640570717302,2.7410178798584326,1013.2954918681829,-0.6034564550174896
AK,148,8.530055583238918,0.004757797350451153,69.58821162237416,2.6806299096752433,1014.122317252103,-0.6214440796070849
AK,149,8.920331332022707,0.004829656873261737,69.00074225070283,2.9021070980018573,1013.642934655868,-0.6513662108813744
AK,150,9.152239665890065,0.0049380439872109974,69.1096088663119,3.2019064273251074,1013.1921687478591,-0.6978739373041379
AK,151,9.098151065591527,0.005039138972547254,70.60804250087709,3.4910278549596025,1012.3250848891438,-0.733194776056565
AK,152,8.946145365626098,0.005044748890821937,71.40047234090636,3.5482539876129198,1012.9613187385229,-0.7495564045509582
AK,153,9.04667004557941,0.005038564490781083,70.76099334239872,3.589268198348292,1012.3553194500644,-0.7611928702173444
AK,154,9.16824004549402,0.005111727305960724,70.46202933670192,3.702156752292049,1011.8438960090253,-0.763369374256006
AK,155,9.384140870488851,0.005058268933244874,69.96038499650886,3.6348425737204955,1012.6082318008644,-0.7944545404986172
AK,156,9.725393301948957,0.005234586004852811,70.1013213773715,4.085800244115912,1013.4556567990636,-0.8168720309929663
AK,157,9.935143919902998,0.0052542697192637395,69.90555552476462,4.203942817963517,1012.7154098215417,-0.8607947064580196
AK,158,10.079208899051416,0.005338322370115493,70.40416203871379,4.433745515656599,1012.3743762979391,-0.881429210946523
AK,159,10.04037411246074,0.005368647746003736,71.0898141546187,4.582293869675763,1013.3212183389026,-0.9164677360014554
AK,160,10.021402855246926,0.005484787234407811,71.96636939198925,4.847035522543007,1013.749042074987,-0.9497745393621787
AK,161,10.205166494483683,0.00556075460112877,71.98493932540767,5.012726991743804,1013.6437928715858,-0.9791390574560124
AK,162,10.012233424386542,0.005565401368203806,72.54090329653381,5.006330940027406,1013.3072140954049,-1.000982457031924
AK,163,10.333526606948462,0.005633747354930969,72.23333846816907,5.1869238756128375,1013.5034774527201,-1.0326742850214603
AK,164,10.6876847797919,0.005781638643001027,72.02713161856698,5.471324264164066,1013.5434571806773,-1.0700938004729292
AK,165,11.15087542228171,0.005827509509239858,70.82268947057865,5.587829591146504,1014.0672434155742,-1.1212199019378635
AK,166,11.482291594999381,0.00600062952203103,70.78501069866512,5.937589503071982,1013.7845750716515,-1.1684418259256875
AK,167,12.031661569967042,0.006130314582518974,70.12028068452828,6.271450619786056,1013.2208205024265,-1.2218989158531692
AK,168,12.28074875285617,0.0062282340965525654,70.40138078833631,6.538793317597247,1011.9779823108279,-1.2408321746416382
AK,169,11.904445767870056,0.006143903844341815,71.94581371963501,6.478990485331378,1012.6367166026338,-1.244828683016785
AK,170,11.74912964698164,0.0061610396898183,72.54866382110038,6.500575864728926,1013.8113675709008,-1.2429046735572546
AK,171,11.92893006435058,0.0062131972741623406,72.4115717089214,6.632103631055106,1014.2986491005798,-1.2662098673235316
AK,172,12.081389944713424,0.006326629301052054,72.07778277252882,6.7564427883034845,1014.1610678316606,-1.276926146809946
AK,173,12.013939800762902,0.006244460355794462,72.69277846981592,6.761655086553276,1014.8835234436293,-1.2927397356016321
AK,174,12.075106589009856,0.0063383063514330555,72.87836393954991,6.93073287024021,1014.553026488227,-1.295722668109131
AK,175,12.22491162519504,0.006350564947176635,72.3478347575542,6.946318280936306,1013.1857811666756,-1.3233739221837642
AK,176,12.33950991460094,0.006467209958500583,72.56809862403732,7.1519591633372235,1011.8664357293833,-1.3306930391088758
AK,177,12.313162970072634,0.006397428693916503,72.43914868699714,7.047187474111995,1012.0961846631149,-1.3491890475487174
AK,178,12.564832917397036,0.006501990325071138,72.31155742232303,7.284314217706509,1012.8334897846008,-1.368139965238364
AK,179,12.81065205127773,0.0066268164946300225,72.42837385212992,7.565192996509976,1013.577804680031,-1.41053303071303
AK,180,12.832781554177403,0.0067570537934389325,73.9412823346255,7.881065162624907,1013.8879091018782,-1.437490050056512
AK,181,12.347178060091736,0.006732894292739575,75.77141669731992,7.879968596182644,1015.4652846358392,-1.4490568480032722
AK,182,12.325140949383407,0.006727344197027784,76.24791434952208,7.868881944962584,1016.4263760144248,-1.4525680044658653
AK,183,12.41564529606345,0.006788302922647189,76.29714775064626,7.960087374585023,1015.9449075066124,-1.4542292378362554
AK,184,12.724356522934851,0.006747559536987175,75.30590530312324,7.952691437113454,1015.626900206192,-1.4630805865348813
AK,185,12.77973931856127,0.006806002025500202,75.5062465084134,7.98031292086567,1016.2349216755035,-1.4856902234459335
AK,186,13.141622581566589,0.006995752686643976,75.2673844206684,8.368640682548113,1016.184906804727,-1.5203525891920464
AK,187,13.344946120078017,0.007066852654874088,74.6250899714731,8.474000440739285,1015.3689072695834,-1.5555593469558011
AK,188,13.420528655134369,0.007135774775157557,74.5420981809423,8.579240892499406,1014.1678476167554,-1.558691536648547
AK,189,13.27767939318918,0.007025402501137362,74.84326377253164,8.489790561498344,1013.2814980061054,-1.5622750944556745
AK,190,13.065778089611422,0.0071014560482603375,75.49599631404176,8.570057974914498,1012.502455759923,-1.5526646135935152
AK,191,12.974289043505085,0.007042843792218939,76.27180207912986,8.525731384817048,1011.9872368317322,-1.548423629378071
AK,192,12.910733856269513,0.006985312621578526,76.23937171557138,8.44147185240994,1013.1622427960423,-1.539615768705485
AK,193,13.272242651475633,0.007016980595046632,75.04450813439787,8.532867391627699,1014.5860024058497,-1.5482377443605841
AK,194,13.532850777484862,0.007126106217576723,74.99796887713447,8.768173581724287,1014.5657295959896,-1.5659135610164836
AK,195,13.35046982980987,0.0071553519320589004,76.00977590054511,8.816177197113204,1014.8339770201937,-1.577624911917899
AK,196,13.228030758026014,0.0071297351473295426,76.43972344336687,8.762964955741076,1014.7134486053748,-1.5743532010171282
AK,197,13.159580774877789,0.007094288024913302,76.76831132819567,8.757054661137062,1014.0362269783285,-1.5765197109975002
AK,198,13.081621554356172,0.007176750136256351,77.7084547845462,8.92967002147299,1013.7295323076039,-1.5812536301137858
AK,199,13.018725718917254,0.007176321883886277,77.92634473083157,8.890691553997026,1014.5898786808297,-1.5825471865316239
AK,200,13.040584914061759,0.007106834963588953,77.58655703760971,8.785181041314939,1015.7089747400786,-1.579878779161001
AK,201,13.30912240397975,0.007150412935136793,76.62886720750797,8.832637843180626,1016.1161395428502,-1.5796685509128991
AK,202,13.49295098427689,0.007174240138483291,76.17489539482843,8.879533881617395,1015.580813649837,-1.5874683934728393
AK,203,13.421492281752256,0.007183425427986283,76.60846743238422,8.917239824598648,1015.1046889536611,-1.5995095233980277
AK,204,13.280338869600333,0.007270838643833062,77.5701383056834,9.062870504971253,1013.7583240929634,-1.6057638113022328
AK,205,13.03627182940101,0.0072366995146049065,78.54242160387761,9.000614411785897,1013.6751885191592,-1.5999896560661786
AK,206,12.783554668834196,0.007126570545269952,78.38710628610778,8.758801189991956,1013.6684087242915,-1.5840461286477079
AK,207,12.824063374995536,0.007112239563163363,77.79753304103275,8.661328039124598,1013.6022604827366,-1.5798500379199565
AK,208,12.910318713086745,0.007194673495718848,78.17293527859145,8.848025573047291,1013.9363715383093,-1.5901144149896693
AK,209,12.810051300978756,0.0072282724929719315,79.03584132033693,8.915715401302265,1014.3334794690151,-1.5985564915209143
AK,210,12.863320239487972,0.0071953360041304305,78.4180627622291,8.8492186226292,1014.7974872107371,-1.5960830349670825
AK,211,12.741142281960787,0.007170131668408734,78.46433718252513,8.75238662768852,1015.9285569596299,-1.582104799558385
AK,212,12.88447460593486,0.00709046899696709,78.43479582943345,8.658939319221016,1015.1608156670746,-1.5643337463484197
AK,213,12.77320010334388,0.0070225672626801116,77.97085459847008,8.534520174548142,1014.6293494702758,-1.5626975580220464
AK,214,12.929599229405959,0.007153989323283836,78.08737290583785,8.742660821561138,1013.287644762179,-1.579453375755868
AK,215,13.12196462537084,0.007256302382893045,77.62253013495466,8.911839955799056,1013.1740875204927,-1.604008508849346
AK,216,13.12557627969951,0.007263547546901229,77.80859764644063,8.986367890596084,1014.1786032064856,-1.6138335316786385
AK,217,12.933639531135817,0.007252040464706443,79.35383596084318,8.993639539947534,1014.5474880722575,-1.6076656055328835
AK,218,12.905051968780448,0.007194358389383246,78.97463566550299,8.902290266646515,1013.9680751119118,-1.5996743800759896
AK,219,12.924955405732314,0.007183335290846791,78.41483192517649,8.891532434370653,1012.4809050353794,-1.5911936110837785
AK,220,12.985092655297178,0.0071672461635540075,78.19650683155965,8.867919318356645,1012.3060277550888,-1.5872491387475267
AK,221,13.054631402852594,0.0071553039140794545,77.95504318715267,8.853945814225137,1013.2129591174773,-1.5771049086327964
AK,222,12.887433990927713,0.007084039333446374,77.69421612184004,8.709950155788878,1013.9312219012334,-1.5799790345748843
AK,223,12.777585570322024,0.0071957562603271845,78.90589426474824,8.902440600981665,1014.4605925862851,-1.6026136162200815
AK,224,12.846809723126368,0.007385567934853568,79.9744645149141,9.232149735989054,1013.0420547855821,-1.6315860825693314
AK,225,12.947182979622282,0.007375369030884415,79.64147422545254,9.246414018715901,1013.05232785435,-1.6483996564511822
AK,226,12.832864147507248,0.007367350810835958,79.98392071452274,9.237108932853515,1013.5325634501587,-1.639202611044097
AK,227,12.646757480683712,0.007290156544579877,80.04651752247086,9.047167920053809,1013.1413740423907,-1.618493521110626
AK,228,12.349729999637164,0.007164717029046017,79.15147387619253,8.6431297704763,1013.3774151905242,-1.5787011330076588
AK,229,12.075838150958942,0.0069738305567428344,79.01409107817139,8.239842448617265,1013.4978559449839,-1.5281181633836785
AK,230,11.90723424269471,0.006806450026983087,78.65486914688549,7.909036633087315,1013.1374970781908,-1.4814242971298277
AK,231,11.701706550350924,0.006730050889955788,78.73405066595981,7.798526892374295,1012.4121195449942,-1.4562999805395018
AK,232,11.56358143790346,0.006745233382944283,79.16766210602215,7.762727615418168,1011.3596957249705,-1.4509739742643992
AK,233,11.416102791993643,0.006758929204891316,79.90123713428818,7.821040779183992,1010.4550255773229,-1.446026250250552
AK,234,11.235223985751974,0.006686716882225024,80.14950095137382,7.669568571837781,1010.0364624343957,-1.4335077456434933
AK,235,11.196801886976282,0.0066360705950415325,79.96892353807904,7.534199761517864,1008.8904871192124,-1.4093777310422348
AK,236,11.024389916452082,0.006550362691214157,79.91849468936798,7.3441314480518205,1009.3937834798685,-1.394422416713732
AK,237,10.934422505385847,0.006558455480485315,80.28148464238461,7.369456898231608,1010.2534712739166,-1.3776531927716706
AK,238,10.801107900482071,0.006494226465531712,79.79363832378473,7.214049402708331,1011.4625580269835,-1.3700648363399055
AK,239,10.887474926700294,0.006486881602902186,79.4708181330351,7.183748531873152,1012.5865355126164,-1.3460826157249983
AK,240,10.676479100360751,0.006360593471047948,79.58668127697968,6.938452976350601,1012.702146862238,-1.308842783213065
